matchId,matchDate,homeTeamId,homeTeamName,awayTeamId,awayTeamName,isFinished,homeGoals,awayGoals
4247546,2023-09-15 19:00:00+00:00,1169987,Le Havre,394119,Lyon,True,0,4
4247545,2023-09-16 13:00:00+00:00,1070036,Reims,612967,Saint-Etienne,True,2,0
4247544,2023-09-16 13:00:00+00:00,862894,Lille,862893,Paris FC,True,0,4
4247549,2023-09-16 13:00:00+00:00,606039,Montpellier,593381,Dijon Foot,True,2,0
4247548,2023-09-16 13:00:00+00:00,862902,Fleury Merogis U.S,597900,Guingamp,True,3,1
4247547,2023-09-17 19:00:00+00:00,862896,Bordeaux,294858,Paris Saint Germain,True,0,3
4247550,2023-09-29 19:00:00+00:00,862893,Paris FC,862902,Fleury Merogis U.S,True,3,1
4247551,2023-09-30 11:30:00+00:00,597900,Guingamp,1070036,Reims,True,0,0
4247554,2023-09-30 13:00:00+00:00,612967,Saint-Etienne,606039,Montpellier,True,1,1
4247552,2023-09-30 13:00:00+00:00,862896,Bordeaux,1169987,Le Havre,True,1,1
4247555,2023-09-30 13:00:00+00:00,593381,Dijon Foot,862894,Lille,True,3,3
4247553,2023-10-01 19:00:00+00:00,294858,Paris Saint Germain,394119,Lyon,True,0,1
4247585,2023-10-06 16:00:00+00:00,612967,Saint-Etienne,294858,Paris Saint Germain,True,0,1
4247556,2023-10-06 19:00:00+00:00,1169987,Le Havre,862893,Paris FC,True,1,4
4247583,2023-10-07 13:00:00+00:00,862894,Lille,862902,Fleury Merogis U.S,True,2,1
4247582,2023-10-07 13:00:00+00:00,606039,Montpellier,597900,Guingamp,True,3,1
4247557,2023-10-07 13:00:00+00:00,1070036,Reims,593381,Dijon Foot,True,1,0
4247584,2023-10-08 19:00:00+00:00,394119,Lyon,862896,Bordeaux,True,4,0
4247587,2023-10-13 16:30:00+00:00,862896,Bordeaux,606039,Montpellier,True,1,1
4247579,2023-10-14 13:00:00+00:00,1169987,Le Havre,862894,Lille,True,2,2
4247581,2023-10-14 13:00:00+00:00,862893,Paris FC,597900,Guingamp,True,2,0
4247586,2023-10-14 16:00:00+00:00,862902,Fleury Merogis U.S,593381,Dijon Foot,True,2,1
4247578,2023-10-14 19:00:00+00:00,394119,Lyon,612967,Saint-Etienne,True,6,0
4247591,2023-10-20 19:00:00+00:00,606039,Montpellier,862902,Fleury Merogis U.S,True,1,1
4247590,2023-10-21 13:00:00+00:00,597900,Guingamp,862896,Bordeaux,True,1,0
4247592,2023-10-21 13:00:00+00:00,862894,Lille,294858,Paris Saint Germain,True,0,4
4247593,2023-10-21 13:00:00+00:00,612967,Saint-Etienne,1169987,Le Havre,True,1,2
4247595,2023-10-22 15:30:00+00:00,593381,Dijon Foot,862893,Paris FC,True,0,6
4247594,2023-10-22 19:00:00+00:00,1070036,Reims,394119,Lyon,True,1,5
4247564,2023-11-03 20:00:00+00:00,862894,Lille,606039,Montpellier,True,0,0
4247588,2023-11-04 13:00:00+00:00,862896,Bordeaux,1070036,Reims,True,0,2
4247565,2023-11-04 14:00:00+00:00,862902,Fleury Merogis U.S,612967,Saint-Etienne,True,2,1
4247577,2023-11-04 14:00:00+00:00,1169987,Le Havre,593381,Dijon Foot,True,3,3
4247589,2023-11-05 20:00:00+00:00,862893,Paris FC,394119,Lyon,True,1,6
4247560,2023-11-10 20:00:00+00:00,394119,Lyon,606039,Montpellier,True,5,0
4247559,2023-11-11 13:00:00+00:00,862902,Fleury Merogis U.S,862896,Bordeaux,True,2,1
4247562,2023-11-11 14:00:00+00:00,1070036,Reims,1169987,Le Havre,True,0,0
4247563,2023-11-11 14:00:00+00:00,612967,Saint-Etienne,862893,Paris FC,True,1,6
4247558,2023-11-11 14:00:00+00:00,597900,Guingamp,862894,Lille,True,4,3
4247561,2023-11-12 20:00:00+00:00,593381,Dijon Foot,294858,Paris Saint Germain,True,2,5
4247573,2023-11-17 20:00:00+00:00,394119,Lyon,593381,Dijon Foot,True,4,1
4247572,2023-11-18 13:30:00+00:00,862894,Lille,612967,Saint-Etienne,True,1,2
4247567,2023-11-18 13:30:00+00:00,606039,Montpellier,1070036,Reims,True,2,1
4247575,2023-11-18 13:30:00+00:00,1169987,Le Havre,597900,Guingamp,True,2,0
4247574,2023-11-19 14:00:00+00:00,294858,Paris Saint Germain,862902,Fleury Merogis U.S,True,2,1
4247566,2023-11-19 20:00:00+00:00,862893,Paris FC,862896,Bordeaux,True,1,0
4247570,2023-11-24 20:00:00+00:00,862902,Fleury Merogis U.S,1169987,Le Havre,True,3,0
4247642,2023-11-25 13:30:00+00:00,593381,Dijon Foot,612967,Saint-Etienne,True,3,2
4247596,2023-11-25 13:30:00+00:00,862896,Bordeaux,862894,Lille,True,3,0
4247569,2023-11-26 13:30:00+00:00,294858,Paris Saint Germain,606039,Montpellier,True,4,1
4247571,2023-11-26 13:30:00+00:00,1070036,Reims,862893,Paris FC,True,1,1
4247568,2023-11-26 20:00:00+00:00,597900,Guingamp,394119,Lyon,True,1,5
4247626,2023-12-08 20:00:00+00:00,394119,Lyon,862894,Lille,True,5,0
4247624,2023-12-09 12:00:00+00:00,612967,Saint-Etienne,597900,Guingamp,True,2,1
4247625,2023-12-09 13:30:00+00:00,593381,Dijon Foot,862896,Bordeaux,True,1,0
4247629,2023-12-09 13:30:00+00:00,606039,Montpellier,862893,Paris FC,True,1,4
4247628,2023-12-09 13:30:00+00:00,1070036,Reims,862902,Fleury Merogis U.S,True,2,0
4247627,2023-12-10 20:00:00+00:00,1169987,Le Havre,294858,Paris Saint Germain,True,1,1
4247621,2023-12-15 20:00:00+00:00,606039,Montpellier,1169987,Le Havre,True,2,1
4247630,2023-12-16 12:30:00+00:00,862902,Fleury Merogis U.S,394119,Lyon,True,1,3
4247632,2023-12-16 13:00:00+00:00,597900,Guingamp,593381,Dijon Foot,True,1,1
4247622,2023-12-16 13:30:00+00:00,862894,Lille,1070036,Reims,True,2,5
4247631,2023-12-16 16:45:00+00:00,862896,Bordeaux,612967,Saint-Etienne,True,1,4
4247623,2023-12-17 20:00:00+00:00,862893,Paris FC,294858,Paris Saint Germain,True,1,2
4247638,2024-01-09 20:00:00+00:00,294858,Paris Saint Germain,862894,Lille,True,6,0
4247636,2024-01-10 17:30:00+00:00,597900,Guingamp,606039,Montpellier,True,0,1
4247637,2024-01-10 17:30:00+00:00,593381,Dijon Foot,862902,Fleury Merogis U.S,True,0,5
4247641,2024-01-10 20:00:00+00:00,394119,Lyon,862893,Paris FC,True,1,0
4247580,2024-01-17 20:00:00+00:00,294858,Paris Saint Germain,1070036,Reims,True,4,0
4247606,2024-01-20 13:30:00+00:00,862894,Lille,593381,Dijon Foot,True,2,2
4247634,2024-01-20 13:30:00+00:00,1070036,Reims,597900,Guingamp,True,1,0
4247633,2024-01-20 15:00:00+00:00,294858,Paris Saint Germain,862896,Bordeaux,True,8,1
4247619,2024-01-21 13:30:00+00:00,612967,Saint-Etienne,862902,Fleury Merogis U.S,True,1,0
4247620,2024-01-21 20:00:00+00:00,606039,Montpellier,394119,Lyon,True,1,2
4247602,2024-02-02 20:00:00+00:00,862902,Fleury Merogis U.S,294858,Paris Saint Germain,True,1,1
4247603,2024-02-03 12:00:00+00:00,1169987,Le Havre,612967,Saint-Etienne,True,4,2
4247601,2024-02-03 13:30:00+00:00,593381,Dijon Foot,606039,Montpellier,True,1,0
4247600,2024-02-03 13:30:00+00:00,862896,Bordeaux,597900,Guingamp,True,1,1
4247604,2024-02-03 13:30:00+00:00,394119,Lyon,1070036,Reims,True,4,1
4247605,2024-02-04 20:00:00+00:00,862893,Paris FC,862894,Lille,True,3,2
4247598,2024-02-09 20:00:00+00:00,1070036,Reims,606039,Montpellier,True,0,3
4247599,2024-02-10 12:30:00+00:00,862896,Bordeaux,862893,Paris FC,True,2,6
4247609,2024-02-10 13:30:00+00:00,597900,Guingamp,862902,Fleury Merogis U.S,True,3,1
4247618,2024-02-10 13:30:00+00:00,612967,Saint-Etienne,593381,Dijon Foot,True,2,0
4247607,2024-02-10 13:30:00+00:00,862894,Lille,1169987,Le Havre,True,3,3
4247608,2024-02-11 20:00:00+00:00,394119,Lyon,294858,Paris Saint Germain,True,1,1
4247639,2024-02-17 13:30:00+00:00,1169987,Le Havre,862896,Bordeaux,True,1,1
4247640,2024-02-17 13:30:00+00:00,612967,Saint-Etienne,1070036,Reims,True,4,3
4247576,2024-02-17 13:30:00+00:00,294858,Paris Saint Germain,597900,Guingamp,True,5,0
4247616,2024-03-02 12:30:00+00:00,862902,Fleury Merogis U.S,1070036,Reims,True,1,0
4247612,2024-03-02 13:30:00+00:00,862894,Lille,597900,Guingamp,True,0,2
4247613,2024-03-02 13:30:00+00:00,606039,Montpellier,862896,Bordeaux,True,2,1
4247615,2024-03-02 13:30:00+00:00,294858,Paris Saint Germain,1169987,Le Havre,True,4,0
4247614,2024-03-03 20:00:00+00:00,593381,Dijon Foot,394119,Lyon,True,1,3
4247635,2024-03-06 17:30:00+00:00,862893,Paris FC,1169987,Le Havre,True,3,2
4247644,2024-03-15 20:00:00+00:00,394119,Lyon,862902,Fleury Merogis U.S,True,4,0
4247611,2024-03-16 13:00:00+00:00,597900,Guingamp,862893,Paris FC,True,0,4
4247645,2024-03-16 13:30:00+00:00,862896,Bordeaux,593381,Dijon Foot,True,0,2
4247610,2024-03-16 13:30:00+00:00,1070036,Reims,862894,Lille,True,3,1
4247643,2024-03-16 13:30:00+00:00,294858,Paris Saint Germain,612967,Saint-Etienne,True,5,0
4247597,2024-03-17 20:00:00+00:00,1169987,Le Havre,606039,Montpellier,True,3,3
4247646,2024-03-22 20:00:00+00:00,862902,Fleury Merogis U.S,862893,Paris FC,True,2,1
4247664,2024-03-23 12:30:00+00:00,862894,Lille,394119,Lyon,True,0,7
4247666,2024-03-23 13:00:00+00:00,593381,Dijon Foot,597900,Guingamp,True,2,0
4247665,2024-03-23 13:30:00+00:00,612967,Saint-Etienne,862896,Bordeaux,True,1,0
4247662,2024-03-23 13:30:00+00:00,1169987,Le Havre,1070036,Reims,True,0,2
4247663,2024-03-24 20:00:00+00:00,606039,Montpellier,294858,Paris Saint Germain,True,1,3
4247667,2024-03-29 20:00:00+00:00,862893,Paris FC,606039,Montpellier,True,3,0
4247672,2024-03-30 12:00:00+00:00,597900,Guingamp,612967,Saint-Etienne,True,3,4
4247671,2024-03-30 13:30:00+00:00,862902,Fleury Merogis U.S,862894,Lille,True,2,2
4247668,2024-03-30 13:30:00+00:00,1070036,Reims,862896,Bordeaux,True,3,0
4247670,2024-03-31 12:30:00+00:00,294858,Paris Saint Germain,593381,Dijon Foot,True,3,0
4247669,2024-03-31 19:00:00+00:00,394119,Lyon,1169987,Le Havre,True,3,0
4247673,2024-04-12 19:00:00+00:00,862893,Paris FC,1070036,Reims,True,2,2
4247661,2024-04-13 12:00:00+00:00,597900,Guingamp,294858,Paris Saint Germain,True,3,3
4247648,2024-04-13 12:00:00+00:00,606039,Montpellier,862894,Lille,True,1,2
4247674,2024-04-13 12:30:00+00:00,593381,Dijon Foot,1169987,Le Havre,True,1,2
4247647,2024-04-14 12:30:00+00:00,862896,Bordeaux,862902,Fleury Merogis U.S,True,0,3
4247660,2024-04-14 19:00:00+00:00,612967,Saint-Etienne,394119,Lyon,True,1,6
4247617,2024-04-19 12:30:00+00:00,862893,Paris FC,612967,Saint-Etienne,True,0,1
4247653,2024-04-24 16:30:00+00:00,606039,Montpellier,612967,Saint-Etienne,True,4,0
4247654,2024-04-24 16:30:00+00:00,862894,Lille,862896,Bordeaux,True,1,2
4247651,2024-04-24 16:30:00+00:00,1169987,Le Havre,862902,Fleury Merogis U.S,True,1,3
4247650,2024-04-24 16:30:00+00:00,593381,Dijon Foot,1070036,Reims,True,1,1
4247649,2024-04-24 16:30:00+00:00,294858,Paris Saint Germain,862893,Paris FC,True,1,1
4247652,2024-04-24 16:30:00+00:00,394119,Lyon,597900,Guingamp,True,2,1
4247656,2024-05-08 14:30:00+00:00,1070036,Reims,294858,Paris Saint Germain,True,2,1
4247655,2024-05-08 14:30:00+00:00,862893,Paris FC,593381,Dijon Foot,True,0,1
4247659,2024-05-08 14:30:00+00:00,862902,Fleury Merogis U.S,606039,Montpellier,True,2,3
4247675,2024-05-08 14:30:00+00:00,612967,Saint-Etienne,862894,Lille,True,1,1
4247658,2024-05-08 14:30:00+00:00,862896,Bordeaux,394119,Lyon,True,2,1
4247657,2024-05-08 14:30:00+00:00,597900,Guingamp,1169987,Le Havre,True,3,4
4470235,2024-05-11 19:00:00+00:00,294858,Paris Saint Germain,862893,Paris FC,True,2,2
4475924,2024-05-12 15:00:00+00:00,394119,Lyon,1070036,Reims,True,6,0
4478147,2024-05-17 16:00:00+00:00,862893,Paris FC,1070036,Reims,True,1,1
4563733,2024-09-20 19:00:00+00:00,862902,Fleury Merogis U.S,394119,Lyon,True,2,6
4563744,2024-09-21 15:00:00+00:00,1070036,Reims,612967,Saint-Etienne,True,1,2
4563743,2024-09-21 15:00:00+00:00,1661333,Strasbourg,593381,Dijon Foot,True,1,1
4563742,2024-09-21 15:00:00+00:00,1169987,Le Havre,1661332,Nantes,True,0,1
4563746,2024-09-21 19:00:00+00:00,606039,Montpellier,294858,Paris Saint Germain,True,1,3
4563745,2024-09-22 12:30:00+00:00,597900,Guingamp,862893,Paris FC,True,0,6
4563741,2024-09-27 19:00:00+00:00,394119,Lyon,1661333,Strasbourg,True,6,0
4563737,2024-09-28 15:00:00+00:00,593381,Dijon Foot,862902,Fleury Merogis U.S,True,2,2
4563736,2024-09-28 15:00:00+00:00,1661332,Nantes,612967,Saint-Etienne,True,0,1
4563738,2024-09-28 19:00:00+00:00,606039,Montpellier,1070036,Reims,True,1,0
4563739,2024-09-29 13:00:00+00:00,862893,Paris FC,1169987,Le Havre,True,8,0
4563740,2024-09-29 13:00:00+00:00,294858,Paris Saint Germain,597900,Guingamp,True,4,0
4563734,2024-10-04 19:00:00+00:00,294858,Paris Saint Germain,1169987,Le Havre,True,3,0
4563718,2024-10-05 12:00:00+00:00,612967,Saint-Etienne,862893,Paris FC,True,1,0
4563731,2024-10-05 15:00:00+00:00,1661333,Strasbourg,862902,Fleury Merogis U.S,True,0,2
4563730,2024-10-05 15:00:00+00:00,597900,Guingamp,1661332,Nantes,True,0,1
4563732,2024-10-05 15:00:00+00:00,1070036,Reims,593381,Dijon Foot,True,0,2
4563735,2024-10-05 19:00:00+00:00,394119,Lyon,606039,Montpellier,True,4,0
4563724,2024-10-11 19:00:00+00:00,1169987,Le Havre,612967,Saint-Etienne,True,5,1
4563725,2024-10-12 15:00:00+00:00,606039,Montpellier,1661333,Strasbourg,True,0,0
4563729,2024-10-12 15:00:00+00:00,593381,Dijon Foot,394119,Lyon,True,0,3
4563726,2024-10-12 15:00:00+00:00,862902,Fleury Merogis U.S,597900,Guingamp,True,4,1
4563727,2024-10-12 15:00:00+00:00,862893,Paris FC,1070036,Reims,True,3,2
4563728,2024-10-12 19:00:00+00:00,1661332,Nantes,294858,Paris Saint Germain,True,0,1
4563720,2024-10-18 17:00:00+00:00,1169987,Le Havre,606039,Montpellier,True,0,1
4563722,2024-10-18 19:00:00+00:00,294858,Paris Saint Germain,862902,Fleury Merogis U.S,True,2,1
4563747,2024-10-19 13:30:00+00:00,612967,Saint-Etienne,593381,Dijon Foot,True,0,2
4563719,2024-10-19 15:00:00+00:00,597900,Guingamp,1661333,Strasbourg,True,3,2
4563721,2024-10-19 19:00:00+00:00,1070036,Reims,1661332,Nantes,True,1,3
4563723,2024-10-20 13:00:00+00:00,862893,Paris FC,394119,Lyon,True,0,0
4563792,2024-11-02 16:00:00+00:00,606039,Montpellier,597900,Guingamp,True,7,0
4563793,2024-11-02 16:00:00+00:00,862902,Fleury Merogis U.S,1070036,Reims,True,4,1
4563790,2024-11-02 16:00:00+00:00,593381,Dijon Foot,1169987,Le Havre,True,4,2
4563794,2024-11-02 16:00:00+00:00,1661332,Nantes,862893,Paris FC,True,0,0
4563791,2024-11-02 20:00:00+00:00,1661333,Strasbourg,612967,Saint-Etienne,True,2,0
4563795,2024-11-03 13:00:00+00:00,394119,Lyon,294858,Paris Saint Germain,True,1,0
4563786,2024-11-08 18:00:00+00:00,1169987,Le Havre,1070036,Reims,True,0,3
4563789,2024-11-08 20:00:00+00:00,597900,Guingamp,394119,Lyon,True,0,8
4563788,2024-11-09 14:00:00+00:00,294858,Paris Saint Germain,1661333,Strasbourg,True,4,0
4563768,2024-11-09 16:00:00+00:00,1661332,Nantes,593381,Dijon Foot,True,0,2
4563785,2024-11-09 16:00:00+00:00,612967,Saint-Etienne,862902,Fleury Merogis U.S,True,3,2
4563787,2024-11-09 20:00:00+00:00,862893,Paris FC,606039,Montpellier,True,4,2
4563780,2024-11-15 18:00:00+00:00,862902,Fleury Merogis U.S,1169987,Le Havre,True,2,0
4563779,2024-11-15 20:00:00+00:00,606039,Montpellier,1661332,Nantes,True,1,0
4563782,2024-11-16 16:00:00+00:00,1070036,Reims,294858,Paris Saint Germain,True,1,2
4563778,2024-11-16 16:00:00+00:00,593381,Dijon Foot,597900,Guingamp,True,4,0
4563781,2024-11-16 16:00:00+00:00,1661333,Strasbourg,862893,Paris FC,True,1,4
4563783,2024-11-16 20:00:00+00:00,394119,Lyon,612967,Saint-Etienne,True,11,0
4563773,2024-11-23 14:30:00+00:00,612967,Saint-Etienne,606039,Montpellier,True,0,2
4563777,2024-11-23 16:00:00+00:00,1169987,Le Havre,394119,Lyon,True,0,3
4563774,2024-11-23 16:00:00+00:00,597900,Guingamp,1070036,Reims,True,1,4
4563776,2024-11-23 20:00:00+00:00,294858,Paris Saint Germain,593381,Dijon Foot,True,6,1
4563775,2024-11-24 11:30:00+00:00,862902,Fleury Merogis U.S,862893,Paris FC,True,1,4
4563771,2024-12-06 20:00:00+00:00,1070036,Reims,394119,Lyon,True,0,3
4563809,2024-12-07 16:00:00+00:00,612967,Saint-Etienne,597900,Guingamp,True,2,0
4563769,2024-12-07 16:00:00+00:00,1661332,Nantes,862902,Fleury Merogis U.S,True,0,0
4563818,2024-12-07 16:00:00+00:00,593381,Dijon Foot,606039,Montpellier,True,4,2
4563819,2024-12-07 16:00:00+00:00,1169987,Le Havre,1661333,Strasbourg,True,1,1
4563770,2024-12-07 20:00:00+00:00,862893,Paris FC,294858,Paris Saint Germain,True,1,1
4563772,2024-12-11 12:00:00+00:00,1661333,Strasbourg,1661332,Nantes,True,1,2
4563821,2024-12-13 20:00:00+00:00,612967,Saint-Etienne,294858,Paris Saint Germain,True,0,3
4563824,2024-12-14 16:00:00+00:00,606039,Montpellier,862902,Fleury Merogis U.S,True,0,1
4563823,2024-12-14 16:00:00+00:00,1070036,Reims,1661333,Strasbourg,True,0,0
4563825,2024-12-14 16:00:00+00:00,597900,Guingamp,1169987,Le Havre,True,0,1
4563822,2024-12-14 16:00:00+00:00,862893,Paris FC,593381,Dijon Foot,True,4,0
4563820,2024-12-14 20:00:00+00:00,394119,Lyon,1661332,Nantes,True,5,1
4563827,2025-01-07 20:00:00+00:00,862902,Fleury Merogis U.S,294858,Paris Saint Germain,True,0,0
4563830,2025-01-08 16:00:00+00:00,1661333,Strasbourg,606039,Montpellier,True,1,2
4563831,2025-01-08 16:00:00+00:00,1661332,Nantes,597900,Guingamp,True,2,1
4563828,2025-01-08 16:00:00+00:00,1169987,Le Havre,862893,Paris FC,True,0,2
4563829,2025-01-08 16:00:00+00:00,612967,Saint-Etienne,1070036,Reims,True,0,3
4563826,2025-01-08 20:00:00+00:00,394119,Lyon,593381,Dijon Foot,True,2,0
4563802,2025-01-17 20:00:00+00:00,862902,Fleury Merogis U.S,612967,Saint-Etienne,True,6,0
4563832,2025-01-18 16:00:00+00:00,862893,Paris FC,597900,Guingamp,True,6,0
4563801,2025-01-18 16:00:00+00:00,1661332,Nantes,1070036,Reims,True,1,1
4563803,2025-01-18 16:00:00+00:00,606039,Montpellier,1169987,Le Havre,True,1,3
4563804,2025-01-18 16:00:00+00:00,593381,Dijon Foot,1661333,Strasbourg,True,1,0
4563817,2025-01-18 20:00:00+00:00,294858,Paris Saint Germain,394119,Lyon,True,0,2
4563805,2025-01-31 20:00:00+00:00,606039,Montpellier,394119,Lyon,True,1,4
4563807,2025-02-01 14:00:00+00:00,1070036,Reims,862893,Paris FC,True,0,3
4563800,2025-02-01 16:00:00+00:00,612967,Saint-Etienne,1661332,Nantes,True,2,2
4563808,2025-02-01 16:00:00+00:00,1169987,Le Havre,862902,Fleury Merogis U.S,True,0,0
4563810,2025-02-01 16:00:00+00:00,597900,Guingamp,593381,Dijon Foot,True,0,3
4563806,2025-02-01 20:00:00+00:00,1661333,Strasbourg,294858,Paris Saint Germain,True,1,2
4563813,2025-02-14 20:00:00+00:00,862893,Paris FC,612967,Saint-Etienne,True,4,0
4563815,2025-02-15 16:00:00+00:00,862902,Fleury Merogis U.S,1661333,Strasbourg,True,1,1
4563816,2025-02-15 16:00:00+00:00,1661332,Nantes,1169987,Le Havre,True,2,2
4563814,2025-02-15 16:00:00+00:00,593381,Dijon Foot,1070036,Reims,True,2,1
4563811,2025-02-15 16:00:00+00:00,394119,Lyon,597900,Guingamp,True,7,0
4563812,2025-02-15 20:00:00+00:00,294858,Paris Saint Germain,606039,Montpellier,True,4,1
4563834,2025-03-01 12:30:00+00:00,593381,Dijon Foot,294858,Paris Saint Germain,True,0,1
4563856,2025-03-01 13:30:00+00:00,612967,Saint-Etienne,1169987,Le Havre,True,1,2
4563835,2025-03-01 16:00:00+00:00,862893,Paris FC,1661332,Nantes,True,0,0
4563855,2025-03-01 16:00:00+00:00,597900,Guingamp,862902,Fleury Merogis U.S,True,0,6
4563863,2025-03-01 16:00:00+00:00,1070036,Reims,606039,Montpellier,True,2,4
4563833,2025-03-01 20:00:00+00:00,1661333,Strasbourg,394119,Lyon,True,0,4
4563857,2025-03-14 20:00:00+00:00,394119,Lyon,1070036,Reims,True,8,1
4563862,2025-03-15 13:00:00+00:00,1661332,Nantes,1661333,Strasbourg,True,0,0
4563861,2025-03-15 16:00:00+00:00,1169987,Le Havre,597900,Guingamp,True,2,1
4563859,2025-03-15 16:00:00+00:00,862902,Fleury Merogis U.S,593381,Dijon Foot,True,0,0
4563858,2025-03-15 20:00:00+00:00,294858,Paris Saint Germain,862893,Paris FC,True,0,0
4563860,2025-03-16 12:30:00+00:00,606039,Montpellier,612967,Saint-Etienne,True,1,0
4563864,2025-03-21 20:00:00+00:00,597900,Guingamp,294858,Paris Saint Germain,True,2,6
4563865,2025-03-22 16:00:00+00:00,862893,Paris FC,1661333,Strasbourg,True,3,1
4563866,2025-03-22 16:00:00+00:00,1070036,Reims,862902,Fleury Merogis U.S,True,0,1
4563867,2025-03-22 16:00:00+00:00,1661332,Nantes,606039,Montpellier,True,2,2
4563868,2025-03-22 16:00:00+00:00,1169987,Le Havre,593381,Dijon Foot,True,0,2
4563854,2025-03-22 20:00:00+00:00,612967,Saint-Etienne,394119,Lyon,True,0,5
4563845,2025-03-29 14:00:00+00:00,1070036,Reims,1169987,Le Havre,True,1,1
4563838,2025-03-29 16:00:00+00:00,1661333,Strasbourg,597900,Guingamp,True,6,0
4563871,2025-03-29 16:00:00+00:00,606039,Montpellier,862893,Paris FC,True,2,0
4563837,2025-03-29 16:00:00+00:00,593381,Dijon Foot,1661332,Nantes,True,3,0
4563870,2025-03-29 20:00:00+00:00,294858,Paris Saint Germain,612967,Saint-Etienne,True,6,0
4563869,2025-03-30 15:30:00+00:00,394119,Lyon,862902,Fleury Merogis U.S,True,4,0
4563840,2025-04-11 19:00:00+00:00,294858,Paris Saint Germain,1070036,Reims,True,6,0
4563842,2025-04-12 15:00:00+00:00,597900,Guingamp,606039,Montpellier,True,3,1
4563841,2025-04-12 15:00:00+00:00,862902,Fleury Merogis U.S,1661332,Nantes,True,4,0
4563843,2025-04-12 15:00:00+00:00,593381,Dijon Foot,612967,Saint-Etienne,True,1,0
4563839,2025-04-12 19:00:00+00:00,394119,Lyon,862893,Paris FC,True,2,2
4563844,2025-04-13 12:30:00+00:00,1661333,Strasbourg,1169987,Le Havre,True,1,1
4563847,2025-04-23 19:00:00+00:00,862893,Paris FC,862902,Fleury Merogis U.S,True,4,0
4563848,2025-04-23 19:00:00+00:00,1070036,Reims,597900,Guingamp,True,1,0
4563850,2025-04-23 19:00:00+00:00,612967,Saint-Etienne,1661333,Strasbourg,True,1,1
4563849,2025-04-23 19:00:00+00:00,606039,Montpellier,593381,Dijon Foot,True,0,0
4563836,2025-04-23 19:00:00+00:00,1661332,Nantes,394119,Lyon,True,0,2
4563846,2025-04-23 19:00:00+00:00,1169987,Le Havre,294858,Paris Saint Germain,True,2,2
4563853,2025-05-07 15:00:00+00:00,593381,Dijon Foot,862893,Paris FC,True,6,0
4563852,2025-05-07 15:00:00+00:00,294858,Paris Saint Germain,1661332,Nantes,True,1,0
4563873,2025-05-07 15:00:00+00:00,862902,Fleury Merogis U.S,606039,Montpellier,True,1,2
4563872,2025-05-07 15:00:00+00:00,1661333,Strasbourg,1070036,Reims,True,2,1
4563874,2025-05-07 15:00:00+00:00,597900,Guingamp,612967,Saint-Etienne,True,3,2
4563851,2025-05-07 15:00:00+00:00,394119,Lyon,1169987,Le Havre,True,2,0
4785109,2025-05-11 13:15:00+00:00,394119,Lyon,593381,Dijon Foot,True,4,1
4785110,2025-05-11 19:00:00+00:00,294858,Paris Saint Germain,862893,Paris FC,True,3,0
4787597,2025-05-16 19:00:00+00:00,394119,Lyon,294858,Paris Saint Germain,True,3,0
