season,competition,player_id,player_name,team,matches_played,starts,total_minutes,avg_rating,total_goals,total_assists,age,position,country,start_percentage,avg_minutes_per_game,goals_per_90
2025,Frauen-Bundesliga,1254235,Ena Mahmutovic,Bayern München,5,5,450,7.38,0,0,21,Goalkeeper,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1261770,Smilla Vallotto,VfL Wolfsburg,1,1,90,8.0,1,0,21,Unknown,Switzerland,100.0,90.0,1.0
2025,Frauen-Bundesliga,1290591,Beatrix Fordos,Nürnberg,9,9,766,6.277777777777778,0,0,23,Defender,Hungary,100.0,85.1,0.0
2025,Frauen-Bundesliga,1301446,Laura-Johanna Dick,TSG 1899 Hoffenheim,10,10,900,6.75,0,0,22,Goalkeeper,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1301448,Celina Degen,FC Köln,3,3,261,5.866666666666667,0,0,24,Defender,Austria,100.0,87.0,0.0
2025,Frauen-Bundesliga,1301449,Vanessa Diehm,TSG 1899 Hoffenheim,10,10,900,7.13,0,0,21,Defender,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1302366,Julia Landenberger,RB Leipzig,10,10,900,6.82,1,2,21,Defender,Germany,100.0,90.0,0.1
2025,Frauen-Bundesliga,1316529,Jarne Teulings,Eintracht Frankfurt,1,1,59,6.3,0,0,23,Unknown,Belgium,100.0,59.0,0.0
2025,Frauen-Bundesliga,1324053,Clara Fröhlich,Nürnberg,2,2,180,5.75,0,0,21,Defender,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1328520,Nikoline Dudek,RB Leipzig,4,4,334,6.5,1,0,22,Defender,Denmark,100.0,83.5,0.269
2025,Frauen-Bundesliga,1335079,Maja Sternad,Werder Bremen,5,5,437,6.9,3,1,21,Midfielder,Slovenia,100.0,87.4,0.618
2025,Frauen-Bundesliga,1341281,Lisa Kolb,Freiburg,7,7,436,6.771428571428571,0,1,24,Midfielder,Austria,100.0,62.3,0.0
2025,Frauen-Bundesliga,1342775,Anna Aehling,Union Berlin,3,3,270,6.933333333333334,0,0,24,Defender,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1345055,Lisa Gora,FC Carl Zeiss Jena,8,8,497,6.625,1,0,21,Unknown,Germany,100.0,62.1,0.181
2025,Frauen-Bundesliga,1345144,Sylwia Matysik,FC Köln,2,2,136,6.35,0,0,28,Unknown,Poland,100.0,68.0,0.0
2025,Frauen-Bundesliga,1345147,Sofie Zdebel,Bayer Leverkusen,10,10,851,6.844444444444445,0,0,21,Midfielder,Germany,100.0,85.1,0.0
2025,Frauen-Bundesliga,1345154,Franziska Kett,Bayern München,7,7,577,7.457142857142857,0,0,20,Defender,Germany,100.0,82.4,0.0
2025,Frauen-Bundesliga,1345182,Anja Heuschkel,FC Carl Zeiss Jena,1,1,56,5.5,0,0,28,Unknown,Germany,100.0,56.0,0.0
2025,Frauen-Bundesliga,1345194,Luca Emily Birkholz,Freiburg,10,10,767,7.159999999999999,4,2,21,Forward,Germany,100.0,76.7,0.469
2025,Frauen-Bundesliga,1345205,Melina Reuter,FC Carl Zeiss Jena,1,1,46,6.6,0,0,19,Forward,Germany,100.0,46.0,0.0
2025,Frauen-Bundesliga,1345215,Michelle Weiss,Werder Bremen,10,10,846,6.7,0,0,24,Midfielder,Germany,100.0,84.6,0.0
2025,Frauen-Bundesliga,1345225,Tuana Shahnis Mahmoud,Werder Bremen,1,1,47,5.8,0,0,22,Forward,Germany,100.0,47.0,0.0
2025,Frauen-Bundesliga,1345236,Lisann Kaut,TSG 1899 Hoffenheim,5,5,394,6.7,0,0,25,Defender,Germany,100.0,78.8,0.0
2025,Frauen-Bundesliga,1345241,Laura Pucks,SGS Essen,5,5,438,5.58,0,0,21,Midfielder,Germany,100.0,87.6,0.0
2025,Frauen-Bundesliga,1345245,Katharina Piljic,Bayer Leverkusen,10,10,846,7.19,1,1,22,Midfielder,Germany,100.0,84.6,0.106
2025,Frauen-Bundesliga,1346006,Lou-Ann Joly,RB Leipzig,7,7,531,6.742857142857143,0,0,23,Unknown,France,100.0,75.9,0.0
2025,Frauen-Bundesliga,1346033,Juliette Vidal,Bayer Leverkusen,1,1,46,,0,0,26,Defender,France,100.0,46.0,0.0
2025,Frauen-Bundesliga,1346720,Nia Szenk,Freiburg,9,9,785,7.133333333333334,0,0,21,Midfielder,Germany,100.0,87.2,0.0
2025,Frauen-Bundesliga,1351419,Laura Gloning,TSG 1899 Hoffenheim,9,9,750,7.166666666666667,0,0,20,Midfielder,Germany,100.0,83.3,0.0
2025,Frauen-Bundesliga,1353332,Marie Steiner,TSG 1899 Hoffenheim,5,5,341,6.9,1,0,20,Midfielder,Germany,100.0,68.2,0.264
2025,Frauen-Bundesliga,1355940,Wielle Douma,TSG 1899 Hoffenheim,3,3,270,6.8999999999999995,0,0,25,Unknown,Netherlands,100.0,90.0,0.0
2025,Frauen-Bundesliga,1358070,Emilia Ásgeirsdottir,RB Leipzig,5,5,341,7.0,2,1,20,Unknown,Iceland,100.0,68.2,0.528
2025,Frauen-Bundesliga,1359583,Marleen Schimmer,RB Leipzig,4,4,313,7.0,2,1,24,Midfielder,Germany,100.0,78.2,0.575
2025,Frauen-Bundesliga,1359593,Dilara Acikgöz,Eintracht Frankfurt,1,1,80,6.8,0,0,21,Defender,Germany,100.0,80.0,0.0
2025,Frauen-Bundesliga,1375212,Shari Van Belle,SGS Essen,6,6,428,6.433333333333334,1,0,25,Midfielder,Belgium,100.0,71.3,0.21
2025,Frauen-Bundesliga,1375218,Feli Delacauw,TSG 1899 Hoffenheim,7,7,563,6.8999999999999995,0,1,23,Midfielder,Belgium,100.0,80.4,0.0
2025,Frauen-Bundesliga,1375220,Jill Janssens,TSG 1899 Hoffenheim,9,9,789,7.411111111111111,0,1,21,Defender,Belgium,100.0,87.7,0.0
2025,Frauen-Bundesliga,1376150,Mariella El Sherif,Werder Bremen,10,10,900,6.82,0,0,21,Goalkeeper,Austria,100.0,90.0,0.0
2025,Frauen-Bundesliga,1376151,Julia Magerl,RB Leipzig,2,2,175,7.0,0,0,22,Defender,Austria,100.0,87.5,0.0
2025,Frauen-Bundesliga,1380227,Nadine Riesen,Eintracht Frankfurt,7,7,576,7.214285714285714,0,1,25,Forward,Switzerland,100.0,82.3,0.0
2025,Frauen-Bundesliga,1402509,Anne Moll,Bayer Leverkusen,2,2,180,6.25,0,0,20,Goalkeeper,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1402518,Jonna Brengel,Nürnberg,2,2,136,7.0,0,0,20,Midfielder,Germany,100.0,68.0,0.0
2025,Frauen-Bundesliga,1402519,Sophie Nachtigall,Freiburg,7,7,471,7.071428571428571,0,1,21,Forward,Germany,100.0,67.3,0.0
2025,Frauen-Bundesliga,1402524,Alena Bienz,Freiburg,2,2,122,6.6,0,0,22,Unknown,Switzerland,100.0,61.0,0.0
2025,Frauen-Bundesliga,1402531,Selina Vobian,Freiburg,6,6,508,6.816666666666666,0,1,22,Midfielder,Germany,100.0,84.7,0.0
2025,Frauen-Bundesliga,1402558,Hannah Etzold,FC Carl Zeiss Jena,6,6,540,5.949999999999999,0,0,20,Goalkeeper,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1402559,Hanna Nemeth,Werder Bremen,10,10,849,6.45,0,0,26,Defender,Hungary,100.0,84.9,0.0
2025,Frauen-Bundesliga,1406273,Ramona Maier,SGS Essen,10,10,881,6.24,1,0,29,Defender,Germany,100.0,88.1,0.102
2025,Frauen-Bundesliga,1406574,Laura Vogt,FC Köln,11,11,990,6.99,1,1,24,Midfielder,Germany,100.0,90.0,0.091
2025,Frauen-Bundesliga,1406589,Athanasia Moraitou,Union Berlin,2,2,133,6.699999999999999,0,0,28,Unknown,Greece,100.0,66.5,0.0
2025,Frauen-Bundesliga,1406600,Toma Ihlenburg,FC Carl Zeiss Jena,10,10,900,6.7299999999999995,0,0,22,Defender,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1406649,Paula Flach,SGS Essen,10,10,797,6.279999999999999,0,0,22,Defender,Germany,100.0,79.7,0.0
2025,Frauen-Bundesliga,1406733,Natasha Kowalski,SGS Essen,4,4,321,6.575,1,0,22,Midfielder,Germany,100.0,80.2,0.28
2025,Frauen-Bundesliga,1407563,Oliwia Wos,Nürnberg,10,10,890,6.58,1,1,26,Defender,Poland,100.0,89.0,0.101
2025,Frauen-Bundesliga,1412305,Leela Egli,Freiburg,1,1,61,6.2,0,0,18,Unknown,Switzerland,100.0,61.0,0.0
2025,Frauen-Bundesliga,1412352,Claudia Wenger,Bayer Leverkusen,8,8,720,6.785714285714286,1,0,24,Defender,Austria,100.0,90.0,0.125
2025,Frauen-Bundesliga,1412359,Valentina Mädl,Bayer Leverkusen,7,7,494,7.1000000000000005,2,1,19,Forward,Austria,100.0,70.6,0.364
2025,Frauen-Bundesliga,1412368,Luisa Palmen,SGS Essen,5,5,450,6.26,0,0,23,Goalkeeper,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1412369,Sophie Hillebrand,Hamburger SV,9,9,612,6.388888888888889,1,0,23,Midfielder,Austria,100.0,68.0,0.147
2025,Frauen-Bundesliga,1437279,Chiara Hahn,TSG 1899 Hoffenheim,2,2,144,7.15,0,0,23,Midfielder,Germany,100.0,72.0,0.0
2025,Frauen-Bundesliga,1437280,Selma Licina,Nürnberg,7,7,495,6.885714285714286,0,1,24,Midfielder,Montenegro,100.0,70.7,0.0
2025,Frauen-Bundesliga,1437709,Aleigh Gambone,Nürnberg,8,8,697,6.8625,0,1,24,Midfielder,USA,100.0,87.1,0.0
2025,Frauen-Bundesliga,1438602,Judit Pujols,VfL Wolfsburg,1,1,90,7.3,0,0,20,Defender,Spain,100.0,90.0,0.0
2025,Frauen-Bundesliga,1464823,Tessa Blumenberg,Freiburg,4,4,253,6.775,1,0,20,Midfielder,Germany,100.0,63.2,0.356
2025,Frauen-Bundesliga,1477328,Nike Andersson,FC Carl Zeiss Jena,3,3,270,7.033333333333334,1,0,23,Unknown,Germany,100.0,90.0,0.333
2025,Frauen-Bundesliga,1510615,Remina Chiba,Eintracht Frankfurt,1,1,59,6.3,0,0,26,Unknown,Japan,100.0,59.0,0.0
2025,Frauen-Bundesliga,1536057,Mai Kadowaki,RB Leipzig,3,3,216,6.866666666666667,0,1,24,Defender,Japan,100.0,72.0,0.0
2025,Frauen-Bundesliga,1541838,Aneta Polaskova,Nürnberg,10,10,708,6.470000000000001,1,1,23,Forward,Czechia,100.0,70.8,0.127
2025,Frauen-Bundesliga,1544143,Paulina Bartz,Bayer Leverkusen,1,1,63,5.8,0,0,20,Defender,Germany,100.0,63.0,0.0
2025,Frauen-Bundesliga,1544146,Loreen Bender,Bayer Leverkusen,3,3,242,6.933333333333334,0,1,20,Midfielder,Germany,100.0,80.7,0.0
2025,Frauen-Bundesliga,1544147,Estrella Merino Gonzalez,Bayer Leverkusen,9,9,770,7.077777777777778,0,2,18,Defender,Germany,100.0,85.6,0.0
2025,Frauen-Bundesliga,1544148,Delice Boboy,RB Leipzig,8,8,665,6.75,0,2,18,Forward,Germany,100.0,83.1,0.0
2025,Frauen-Bundesliga,1544185,Alara Sehitler,Bayern München,3,3,228,6.833333333333333,0,0,18,Unknown,Germany,100.0,76.0,0.0
2025,Frauen-Bundesliga,1544201,Jella Veit,Eintracht Frankfurt,9,9,810,7.2333333333333325,0,0,20,Forward,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1544532,Carlotta Imping,FC Köln,8,8,610,6.9125,1,0,21,Defender,Germany,100.0,76.2,0.148
2025,Frauen-Bundesliga,1546150,Victoria Krug,RB Leipzig,6,6,489,6.6499999999999995,0,0,27,Midfielder,Germany,100.0,81.5,0.0
2025,Frauen-Bundesliga,1546152,Korina Janez,Union Berlin,1,1,55,6.0,0,0,21,Unknown,Slovenia,100.0,55.0,0.0
2025,Frauen-Bundesliga,1546154,Jenny Hipp,Union Berlin,3,3,248,7.266666666666667,0,0,27,Midfielder,Germany,100.0,82.7,0.0
2025,Frauen-Bundesliga,1546178,Marlene Müller,RB Leipzig,7,7,594,7.414285714285714,2,1,24,Unknown,Germany,100.0,84.9,0.303
2025,Frauen-Bundesliga,1546214,Lea Paulick,Eintracht Frankfurt,1,1,90,5.3,0,0,26,Goalkeeper,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1546223,Luisa Guttenberger,Nürnberg,10,10,817,6.55,1,0,26,Midfielder,Germany,100.0,81.7,0.11
2025,Frauen-Bundesliga,1546242,Elena Muehlemann,FC Carl Zeiss Jena,3,3,224,6.633333333333333,0,0,22,Forward,Switzerland,100.0,74.7,0.0
2025,Frauen-Bundesliga,1546273,Nastassja Lein,Nürnberg,10,10,900,7.38,4,3,24,Midfielder,Germany,100.0,90.0,0.4
2025,Frauen-Bundesliga,1546347,Chiara D'Angelo,Werder Bremen,10,10,856,6.81,0,0,21,Defender,Austria,100.0,85.6,0.0
2025,Frauen-Bundesliga,1549669,Eileen Campbell,Union Berlin,7,7,630,7.085714285714286,1,2,24,Midfielder,Austria,100.0,90.0,0.143
2025,Frauen-Bundesliga,1553638,Caroline Kehrer,Bayer Leverkusen,4,4,307,6.875,2,0,28,Forward,Canada,100.0,76.8,0.586
2025,Frauen-Bundesliga,1554607,Emoke Papai,Werder Bremen,1,1,63,6.8,0,0,22,Unknown,Hungary,100.0,63.0,0.0
2025,Frauen-Bundesliga,1554610,Noemi Ivelj,Eintracht Frankfurt,2,2,180,5.6,0,0,18,Defender,Switzerland,100.0,90.0,0.0
2025,Frauen-Bundesliga,1554611,Aurelie Csillag,Freiburg,3,3,231,6.366666666666667,0,0,22,Unknown,Switzerland,100.0,77.0,0.0
2025,Frauen-Bundesliga,1556343,Valesca Ampoorter,TSG 1899 Hoffenheim,10,10,869,7.25,2,0,21,Midfielder,Belgium,100.0,86.9,0.207
2025,Frauen-Bundesliga,1569906,Laura Miller,Nürnberg,8,8,611,6.775,0,1,23,Forward,Luxembourg,100.0,76.4,0.0
2025,Frauen-Bundesliga,1604389,Momoko Tanikawa,Bayern München,8,8,587,7.225,2,0,20,Unknown,Japan,100.0,73.4,0.307
2025,Frauen-Bundesliga,1607776,Kassandra Potsi,SGS Essen,4,4,320,6.625,0,0,17,Unknown,Germany,100.0,80.0,0.0
2025,Frauen-Bundesliga,1611336,Julia Mickenhagen,Bayer Leverkusen,5,5,450,7.1,0,1,20,Defender,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1637769,Ida Heikkinen,Union Berlin,2,2,162,5.550000000000001,0,0,19,Unknown,Finland,100.0,81.0,0.0
2025,Frauen-Bundesliga,1638164,Larissa Michelle Mühlhaus,Werder Bremen,10,10,849,7.92,6,3,22,Midfielder,Germany,100.0,84.9,0.636
2025,Frauen-Bundesliga,1638165,Emilia Angelika Hirche,Hamburger SV,4,4,360,6.575,0,0,22,Defender,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1638167,Lisa Baum,RB Leipzig,9,9,782,6.9,1,0,18,Defender,Germany,100.0,86.9,0.115
2025,Frauen-Bundesliga,1638291,Pauline Machtens,Hamburger SV,10,10,727,6.62,0,0,23,Midfielder,Germany,100.0,72.7,0.0
2025,Frauen-Bundesliga,1638292,Victoria Schulz,Hamburger SV,4,4,360,6.6,0,0,27,Unknown,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1644384,Maj Schneider,Freiburg,5,5,354,6.9799999999999995,1,1,18,Unknown,Germany,100.0,70.8,0.254
2025,Frauen-Bundesliga,1671082,Ida Daedelow,Bayer Leverkusen,1,1,46,6.1,0,0,18,Midfielder,Germany,100.0,46.0,0.0
2025,Frauen-Bundesliga,1671107,Lina Altenburg,Eintracht Frankfurt,9,9,810,6.944444444444445,0,0,20,Goalkeeper,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1671108,Emily Reske,FC Carl Zeiss Jena,7,7,447,6.614285714285714,1,0,20,Forward,Germany,100.0,63.9,0.201
2025,Frauen-Bundesliga,1671109,Josephine Bonsu,FC Carl Zeiss Jena,9,9,786,6.833333333333333,0,1,26,Unknown,Germany,100.0,87.3,0.0
2025,Frauen-Bundesliga,1671110,Bente Fischer,FC Carl Zeiss Jena,3,3,226,6.566666666666666,0,0,22,Defender,Germany,100.0,75.3,0.0
2025,Frauen-Bundesliga,1671113,Nelly Juckel,FC Carl Zeiss Jena,8,8,656,6.4375,0,0,23,Defender,Germany,100.0,82.0,0.0
2025,Frauen-Bundesliga,1671114,Gwen Mummert,FC Carl Zeiss Jena,2,2,168,7.25,0,0,26,Defender,Germany,100.0,84.0,0.0
2025,Frauen-Bundesliga,1671117,Felicia Straesser,FC Carl Zeiss Jena,8,8,676,6.65,0,1,17,Defender,Germany,100.0,84.5,0.0
2025,Frauen-Bundesliga,1671119,Jasmin Janning,FC Carl Zeiss Jena,4,4,360,6.225,0,0,20,Goalkeeper,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1671122,Nicole Ojukwu,Freiburg,4,4,315,7.225,1,2,19,Unknown,Austria,100.0,78.8,0.286
2025,Frauen-Bundesliga,1671123,Leonie Koepp,SGS Essen,2,2,106,6.699999999999999,0,0,18,Unknown,Germany,100.0,53.0,0.0
2025,Frauen-Bundesliga,1671124,Paulina Platner,SGS Essen,6,6,418,6.633333333333333,1,0,19,Midfielder,Germany,100.0,69.7,0.215
2025,Frauen-Bundesliga,1671131,Napsugar Sinka,TSG 1899 Hoffenheim,1,1,46,6.8,0,0,19,Midfielder,Hungary,100.0,46.0,0.0
2025,Frauen-Bundesliga,1679730,Steffi Schmid,FC Carl Zeiss Jena,7,7,615,6.171428571428572,0,0,19,Defender,Germany,100.0,87.9,0.0
2025,Frauen-Bundesliga,1685492,Tomke Schneider,Union Berlin,10,10,871,6.68,1,1,21,Defender,Germany,100.0,87.1,0.103
2025,Frauen-Bundesliga,1715836,Nadine Boehi,Union Berlin,1,1,90,5.6,0,0,21,Goalkeeper,Switzerland,100.0,90.0,0.0
2025,Frauen-Bundesliga,1732697,Jaqueline Donges,Hamburger SV,4,4,313,6.05,0,0,24,Defender,Germany,100.0,78.2,0.0
2025,Frauen-Bundesliga,1732698,Svea Stoldt,Hamburger SV,10,10,900,6.890000000000001,2,2,19,Midfielder,Germany,100.0,90.0,0.2
2025,Frauen-Bundesliga,1732707,Annaleen Boehler,Hamburger SV,3,3,207,6.866666666666667,0,0,20,Unknown,Germany,100.0,69.0,0.0
2025,Frauen-Bundesliga,1734898,Larissa Rusek,Nürnberg,10,10,900,6.42,0,0,20,Goalkeeper,Austria,100.0,90.0,0.0
2025,Frauen-Bundesliga,1805530,Rieke Tietz,FC Carl Zeiss Jena,9,9,652,6.422222222222222,1,1,23,Unknown,Germany,100.0,72.4,0.138
2025,Frauen-Bundesliga,1805567,Annalena Wucher,Hamburger SV,3,3,192,6.033333333333334,0,0,26,Unknown,Austria,100.0,64.0,0.0
2025,Frauen-Bundesliga,1805575,Leni Eggert,Hamburger SV,10,10,895,6.5200000000000005,0,0,17,Midfielder,Germany,100.0,89.5,0.0
2025,Frauen-Bundesliga,1805577,Lotta Wrede,Hamburger SV,6,6,365,7.05,0,0,17,Forward,Germany,100.0,60.8,0.0
2025,Frauen-Bundesliga,1805578,Larissa Haidner,Hamburger SV,4,4,360,6.55,0,0,20,Goalkeeper,Austria,100.0,90.0,0.0
2025,Frauen-Bundesliga,1805595,Sanja Homann,Nürnberg,10,10,833,7.159999999999999,2,0,23,Midfielder,Germany,100.0,83.3,0.216
2025,Frauen-Bundesliga,1805596,Jacqueline Baumgaertel,Nürnberg,2,2,142,6.6,0,0,23,Forward,Germany,100.0,71.0,0.0
2025,Frauen-Bundesliga,1805603,Mia-Lena Maas,Freiburg,1,1,74,7.2,0,0,17,Defender,Germany,100.0,74.0,0.0
2025,Frauen-Bundesliga,1806031,Katja Orschmann,Union Berlin,7,7,542,6.7,1,1,27,Defender,Germany,100.0,77.4,0.166
2025,Frauen-Bundesliga,1806032,Celine Frank,Union Berlin,2,2,180,6.4,0,0,27,Unknown,Germany,100.0,90.0,0.0
2025,Frauen-Bundesliga,1806033,Lisa Heiseler,Union Berlin,10,10,721,6.88,3,1,27,Unknown,Germany,100.0,72.1,0.374
2025,Frauen-Bundesliga,1806048,Naika Reissner,Union Berlin,5,5,332,6.659999999999999,0,0,20,Midfielder,Austria,100.0,66.4,0.0
2025,Frauen-Bundesliga,1806096,Linda Natter,TSG 1899 Hoffenheim,2,2,90,6.6,0,0,20,Forward,Austria,100.0,45.0,0.0
2025,Frauen-Bundesliga,1806102,Janna Grimm,TSG 1899 Hoffenheim,3,3,226,6.466666666666666,0,0,20,Midfielder,Germany,100.0,75.3,0.0
2025,Frauen-Bundesliga,1810245,Irina Fuchs,FC Köln,6,6,540,6.74,0,0,20,Goalkeeper,Switzerland,100.0,90.0,0.0
